CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
ALLEPI_vs_CTL,L_superiortemporal,-0.18,0.081,-0.338,-0.021,1533,1937,0.026189873,0.0423,lh,0.1265950172830762,0.0106423709468489,0.0840662703418397,566,-0.18
ALLEPI_vs_CTL,L_supramarginal,-0.232,0.06,-0.348,-0.115,1606,1965,9.87e-05,0.000332,lh,0.1404931953924528,0.0118107389450508,0.0840662703418397,566,-0.232
ALLEPI_vs_CTL,L_frontalpole,-0.078,0.048,-0.172,0.016,1648,2058,0.103731694,0.139,lh,0.3411370206396308,0.0286781170007009,0.0840662703418397,566,-0.078
ALLEPI_vs_CTL,L_temporalpole,-0.205,0.061,-0.324,-0.086,1643,2055,0.000748863,0.0021,lh,0.3659236503865297,0.0307618365178668,0.0840662703418397,566,-0.205
ALLEPI_vs_CTL,L_transversetemporal,-0.192,0.044,-0.278,-0.107,1647,2061,1.05e-05,4.64e-05,lh,0.1963435664784497,0.0165058713394583,0.0840662703418397,566,-0.192
ALLEPI_vs_CTL,L_insula,0.014,0.048,-0.08,0.107,1610,2026,0.773355712,0.822,lh,0.2979220600227138,0.0250451964386672,0.0840662703418397,566,
ALLEPI_vs_CTL,R_bankssts,-0.058,0.064,-0.185,0.068,1621,2023,0.365900875,0.405,rh,0.1536287554440104,0.0129149964874365,0.0840662703418397,566,-0.058
ALLEPI_vs_CTL,R_caudalanteriorcingulate,0.014,0.062,-0.108,0.136,1652,2056,0.824041638,0.854,rh,0.2350681400014791,0.0197613018061177,0.0840662703418397,566,
ALLEPI_vs_CTL,R_caudalmiddlefrontal,-0.307,0.051,-0.407,-0.206,1653,2059,2.09e-09,2.04e-08,rh,0.1702107887215876,0.0143089861797667,0.0840662703418397,566,-0.307
ALLEPI_vs_CTL,R_cuneus,-0.204,0.038,-0.279,-0.129,1651,2057,9.68e-08,6.78e-07,rh,0.2122877463903903,0.0178462390783144,0.0840662703418397,566,-0.204
ALLEPI_vs_CTL,R_entorhinal,-0.161,0.056,-0.271,-0.051,1373,1691,0.004240488,0.0089,rh,0.3352514800022718,0.0281833415503728,0.0840662703418397,566,-0.161
ALLEPI_vs_CTL,R_fusiform,-0.116,0.044,-0.202,-0.029,1650,2057,0.008563443,0.016,rh,0.2034839228323567,0.0171061344670429,0.0840662703418397,566,-0.116
ALLEPI_vs_CTL,R_inferiorparietal,-0.171,0.074,-0.316,-0.025,1643,2045,0.021524412,0.0361,rh,0.1405377550286479,0.0118144849074735,0.0840662703418397,566,-0.171
ALLEPI_vs_CTL,R_inferiortemporal,-0.072,0.042,-0.154,0.01,1652,2057,0.083642697,0.115,rh,0.1805068050042792,0.0151745338680314,0.0840662703418397,566,-0.072
ALLEPI_vs_CTL,R_isthmuscingulate,0.009,0.049,-0.088,0.106,1651,2057,0.856104204,0.866,rh,0.2190895128698919,0.0184180382179823,0.0840662703418397,566,
