Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_parsopercularis,0.029,-0.253,-54.52,24.89,-103.47,-5.57,-4.05,83,328,411,area,HY4+5-vs-PD,R_parsopercularis,rh,0.172803742272672,0.017047560019326963,0.0840662703418397,566,-0.253
L_parsorbitalis,0.011,-0.297,-22.91,8.94,-40.49,-5.33,-3.77,83,327,410,area,HY4+5-vs-PD,L_parsorbitalis,lh,0.2067718729739145,0.020423469869100475,0.0840662703418397,566,-0.297
R_parsorbitalis,0.009,-0.301,-29.71,11.39,-52.11,-7.3,-4.03,83,328,411,area,HY4+5-vs-PD,R_parsorbitalis,rh,0.1869218196284564,0.01844034681847198,0.0840662703418397,566,-0.301
L_parstriangularis,0.086,-0.201,-39.29,22.85,-84.23,5.65,-3.24,82,328,410,area,HY4+5-vs-PD,L_parstriangularis,lh,0.1342439775300349,0.013259674977837792,0.0840662703418397,566,-0.201
R_parstriangularis,0.379,-0.105,-21.45,24.37,-69.38,26.47,-1.53,83,329,412,area,HY4+5-vs-PD,R_parstriangularis,rh,0.1977247608861874,0.019482399591919452,0.0840662703418397,566,-0.105
L_pericalcarine,0.031,-0.267,-67.07,31.0,-128.04,-6.1,-5.01,75,308,383,area,HY4+5-vs-PD,L_pericalcarine,lh,0.1515153742526108,0.015484147923541247,0.0840662703418397,566,-0.267
R_pericalcarine,0.003,-0.369,-97.01,32.61,-161.17,-32.84,-6.61,71,287,358,area,HY4+5-vs-PD,R_pericalcarine,rh,0.1651985256525704,0.017462026758733207,0.0840662703418397,566,-0.369
L_postcentral,0.281,-0.124,-54.76,50.71,-154.5,44.98,-1.33,81,309,390,area,HY4+5-vs-PD,L_postcentral,lh,0.1565426209458112,0.015853687485827918,0.0840662703418397,566,-0.124
R_postcentral,0.048,-0.23,-96.98,48.89,-193.12,-0.84,-2.45,81,314,395,area,HY4+5-vs-PD,R_postcentral,rh,0.2003338837533729,0.020159783246702447,0.0840662703418397,566,-0.23
L_posteriorcingulate,0.212,-0.145,-24.99,20.01,-64.34,14.35,-2.27,83,328,411,area,HY4+5-vs-PD,L_posteriorcingulate,lh,0.1439203019218107,0.014198129929039923,0.0840662703418397,566,-0.145
R_posteriorcingulate,0.037,-0.239,-42.4,20.21,-82.14,-2.67,-3.72,81,328,409,area,HY4+5-vs-PD,R_posteriorcingulate,rh,0.162336046691134,0.01605400179537877,0.0840662703418397,566,-0.239
L_precentral,0.315,-0.117,-53.85,53.53,-159.14,51.44,-1.12,80,310,390,area,HY4+5-vs-PD,L_precentral,lh,0.1234912044252991,0.01250644042100771,0.0840662703418397,566,-0.117
R_precentral,0.35,-0.106,-49.91,53.38,-154.9,55.08,-1.03,81,313,394,area,HY4+5-vs-PD,R_precentral,rh,0.1560208692246287,0.015720435674723966,0.0840662703418397,566,-0.106
L_precuneus,0.001,-0.424,-186.28,48.56,-281.76,-90.81,-5.1,83,327,410,area,HY4+5-vs-PD,L_precuneus,lh,0.115806001618221,0.011438501526796714,0.0840662703418397,566,-0.424
R_precuneus,0.001,-0.4,-180.86,50.77,-280.69,-81.03,-4.79,83,328,411,area,HY4+5-vs-PD,R_precuneus,rh,0.114700935562511,0.01131555982271162,0.0840662703418397,566,-0.4
L_rostralanteriorcingulate,0.451,-0.089,-13.14,17.41,-47.38,21.1,-1.61,83,318,401,area,HY4+5-vs-PD,L_rostralanteriorcingulate,lh,0.1985332985113387,0.019828559623333283,0.0840662703418397,566,-0.089
R_rostralanteriorcingulate,0.592,-0.059,-8.71,16.23,-40.63,23.21,-1.33,83,324,407,area,HY4+5-vs-PD,R_rostralanteriorcingulate,rh,0.1753326949058068,0.01738183804683258,0.0840662703418397,566,-0.059
L_rostralmiddlefrontal,0.01,-0.292,-189.61,73.58,-334.3,-44.91,-3.48,83,328,411,area,HY4+5-vs-PD,L_rostralmiddlefrontal,lh,0.1574330702065638,0.015531201339021862,0.0840662703418397,566,-0.292
R_rostralmiddlefrontal,0.106,-0.182,-126.62,78.1,-280.2,26.96,-2.28,83,324,407,area,HY4+5-vs-PD,R_rostralmiddlefrontal,rh,0.1875342156885125,0.018591451908548388,0.0840662703418397,566,-0.182
L_superiorfrontal,0.007,-0.299,-216.21,80.3,-374.12,-58.31,-3.15,81,319,400,area,HY4+5-vs-PD,L_superiorfrontal,lh,0.1296969686255579,0.012969696862555792,0.0840662703418397,566,-0.299
R_superiorfrontal,0.009,-0.297,-211.42,81.05,-370.81,-52.02,-3.19,82,319,401,area,HY4+5-vs-PD,R_superiorfrontal,rh,0.1548408529084814,0.015464766399618612,0.0840662703418397,566,-0.297
L_superiorparietal,0.011,-0.307,-186.21,72.72,-329.22,-43.19,-3.55,83,317,400,area,HY4+5-vs-PD,L_superiorparietal,lh,0.1358861602066383,0.01358861602066383,0.0840662703418397,566,-0.307
R_superiorparietal,0.016,-0.279,-161.48,66.74,-292.73,-30.23,-3.09,83,321,404,area,HY4+5-vs-PD,R_superiorparietal,rh,0.1742287298901008,0.017336406584370107,0.0840662703418397,566,-0.279
L_superiortemporal,0.026,-0.257,-109.15,48.84,-205.22,-13.08,-2.99,76,294,370,area,HY4+5-vs-PD,L_superiortemporal,lh,0.1176477597997551,0.012232431587802964,0.0840662703418397,566,-0.257
R_superiortemporal,0.001,-0.361,-124.74,38.63,-200.72,-48.76,-3.59,80,311,391,area,HY4+5-vs-PD,R_superiortemporal,rh,0.117555156610781,0.011890039608874999,0.0840662703418397,566,-0.361
L_supramarginal,0.103,-0.192,-97.91,59.85,-215.62,19.81,-2.66,83,311,394,area,HY4+5-vs-PD,L_supramarginal,lh,0.1082569006559294,0.010907807728313025,0.0840662703418397,566,-0.192
R_supramarginal,0.039,-0.239,-108.4,52.4,-211.45,-5.35,-3.08,83,320,403,area,HY4+5-vs-PD,R_supramarginal,rh,0.1777082723446137,0.01770455915815722,0.0840662703418397,566,-0.239
L_temporalpole,0.293,-0.126,-7.9,7.51,-22.68,6.87,-1.68,80,324,404,area,HY4+5-vs-PD,L_temporalpole,lh,0.3829949443932145,0.03810942133336552,0.0840662703418397,566,-0.126
R_temporalpole,0.798,-0.029,-2.04,7.96,-17.69,13.61,-0.48,82,316,398,area,HY4+5-vs-PD,R_temporalpole,rh,0.3636998202085135,0.03646124937143102,0.0840662703418397,566,
L_transversetemporal,0.726,-0.04,-3.16,9.0,-20.85,14.54,-0.7,83,328,411,area,HY4+5-vs-PD,L_transversetemporal,lh,0.1809503801815842,0.017851248046457543,0.0840662703418397,566,-0.04
R_transversetemporal,0.134,-0.174,-9.46,6.29,-21.84,2.91,-2.86,83,329,412,area,HY4+5-vs-PD,R_transversetemporal,rh,0.2243868641979294,0.022109494692969505,0.0840662703418397,566,-0.174
