Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_lingual,0.024,-0.124,-0.029,0.013,-0.054,-0.004,-1.491,243,476,719,thickness,HY3-vs-PD,R_lingual,rh,0.2610434941592119,0.01947055918725851,0.0827605888602368,584,-0.124
L_medialorbitofrontal,0.937,-0.005,-0.001,0.014,-0.029,0.027,-0.048,254,496,750,thickness,HY3-vs-PD,L_medialorbitofrontal,lh,0.2972194770645651,0.021705841615753552,0.0827605888602368,584,
R_medialorbitofrontal,0.535,0.037,0.009,0.014,-0.019,0.037,0.391,254,493,747,thickness,HY3-vs-PD,R_medialorbitofrontal,rh,0.2374629973130645,0.01737663345000157,0.0827605888602368,584,0.037
L_middletemporal,0.001,-0.311,-0.078,0.016,-0.109,-0.048,-2.954,229,470,699,thickness,HY3-vs-PD,L_middletemporal,lh,0.1664019105650013,0.012587796583628219,0.0827605888602368,584,-0.311
R_middletemporal,0.001,-0.23,-0.06,0.015,-0.089,-0.031,-2.242,249,478,727,thickness,HY3-vs-PD,R_middletemporal,rh,0.1421137530783172,0.01054141470633952,0.0827605888602368,584,-0.23
L_paracentral,0.001,-0.211,-0.055,0.015,-0.085,-0.025,-2.466,255,498,753,thickness,HY3-vs-PD,L_paracentral,lh,0.2087907284844583,0.01521751425099144,0.0827605888602368,584,-0.211
R_paracentral,0.026,-0.133,-0.035,0.016,-0.067,-0.004,-1.564,252,499,751,thickness,HY3-vs-PD,R_paracentral,rh,0.1965077196420784,0.014341337063047866,0.0827605888602368,584,-0.133
L_parahippocampal,0.007,-0.183,-0.074,0.028,-0.128,-0.02,-2.895,257,499,756,thickness,HY3-vs-PD,L_parahippocampal,lh,0.1419923979078971,0.010328427167003615,0.0827605888602368,584,-0.183
R_parahippocampal,0.001,-0.298,-0.108,0.023,-0.154,-0.063,-4.257,256,500,756,thickness,HY3-vs-PD,R_parahippocampal,rh,0.1475454646038709,0.010732353333248667,0.0827605888602368,584,-0.298
L_parsopercularis,0.119,-0.095,-0.021,0.013,-0.047,0.005,-0.868,257,501,758,thickness,HY3-vs-PD,L_parsopercularis,lh,0.1700048874171607,0.012349711146936929,0.0827605888602368,584,-0.095
R_parsopercularis,0.106,-0.098,-0.022,0.014,-0.049,0.005,-0.924,257,501,758,thickness,HY3-vs-PD,R_parsopercularis,rh,0.1842800518819023,0.013386705790990803,0.0827605888602368,584,-0.098
L_parsorbitalis,0.061,-0.121,-0.035,0.018,-0.071,0.002,-1.371,258,499,757,thickness,HY3-vs-PD,L_parsorbitalis,lh,0.2585720930571187,0.01879592514763659,0.0827605888602368,584,-0.121
R_parsorbitalis,0.574,-0.036,-0.01,0.018,-0.045,0.025,-0.402,256,499,755,thickness,HY3-vs-PD,R_parsorbitalis,rh,0.2583572701375833,0.018805167534546276,0.0827605888602368,584,-0.036
L_parstriangularis,0.006,-0.165,-0.037,0.014,-0.064,-0.011,-1.663,258,501,759,thickness,HY3-vs-PD,L_parstriangularis,lh,0.1947534591914286,0.01413820543966465,0.0827605888602368,584,-0.165
R_parstriangularis,0.27,-0.065,-0.015,0.014,-0.042,0.012,-0.663,257,501,758,thickness,HY3-vs-PD,R_parstriangularis,rh,0.2348309682032626,0.01705888971620872,0.0827605888602368,584,-0.065
L_pericalcarine,0.607,-0.031,-0.007,0.013,-0.032,0.019,-0.436,217,473,690,thickness,HY3-vs-PD,L_pericalcarine,lh,0.2573619043092968,0.019595200505197308,0.0827605888602368,584,-0.031
R_pericalcarine,0.073,-0.094,-0.024,0.013,-0.051,0.002,-1.546,220,451,671,thickness,HY3-vs-PD,R_pericalcarine,rh,0.2823649468492684,0.021801155742506687,0.0827605888602368,584,-0.094
L_postcentral,0.186,-0.077,-0.016,0.012,-0.039,0.008,-0.81,246,481,727,thickness,HY3-vs-PD,L_postcentral,lh,0.1993295859291462,0.014785450267885854,0.0827605888602368,584,-0.077
R_postcentral,0.012,-0.142,-0.03,0.012,-0.053,-0.006,-1.553,243,481,724,thickness,HY3-vs-PD,R_postcentral,rh,0.1919447953904879,0.014267144281635974,0.0827605888602368,584,-0.142
L_posteriorcingulate,0.145,-0.094,-0.021,0.015,-0.05,0.007,-0.907,257,500,757,thickness,HY3-vs-PD,L_posteriorcingulate,lh,0.2107243510940018,0.015317813624505164,0.0827605888602368,584,-0.094
R_posteriorcingulate,0.001,-0.256,-0.064,0.015,-0.094,-0.034,-2.738,257,501,758,thickness,HY3-vs-PD,R_posteriorcingulate,rh,0.229542991757253,0.016674753808987548,0.0827605888602368,584,-0.256
L_precentral,0.001,-0.244,-0.06,0.015,-0.088,-0.031,-2.522,245,480,725,thickness,HY3-vs-PD,L_precentral,lh,0.1934859788469978,0.014371777709804466,0.0827605888602368,584,-0.244
R_precentral,0.001,-0.202,-0.051,0.015,-0.081,-0.021,-2.194,246,477,723,thickness,HY3-vs-PD,R_precentral,rh,0.203213697138652,0.015115197431305004,0.0827605888602368,584,-0.202
L_precuneus,0.001,-0.267,-0.059,0.013,-0.085,-0.034,-2.701,255,501,756,thickness,HY3-vs-PD,L_precuneus,lh,0.1266028694300775,0.009209003688284777,0.0827605888602368,584,-0.267
R_precuneus,0.001,-0.326,-0.072,0.013,-0.097,-0.047,-3.242,256,501,757,thickness,HY3-vs-PD,R_precuneus,rh,0.1368537324431657,0.009948067019777755,0.0827605888602368,584,-0.326
L_rostralanteriorcingulate,0.275,0.075,0.023,0.021,-0.018,0.064,0.838,255,494,749,thickness,HY3-vs-PD,L_rostralanteriorcingulate,lh,0.283732439618703,0.020734715417752222,0.0827605888602368,584,0.075
R_rostralanteriorcingulate,0.025,0.137,0.048,0.021,0.006,0.09,1.779,253,492,745,thickness,HY3-vs-PD,R_rostralanteriorcingulate,rh,0.2607243987946873,0.019104405778358223,0.0827605888602368,584,0.137
L_rostralmiddlefrontal,0.018,-0.141,-0.029,0.012,-0.052,-0.005,-1.282,256,499,755,thickness,HY3-vs-PD,L_rostralmiddlefrontal,lh,0.1904458556017539,0.013862068673135466,0.0827605888602368,584,-0.141
R_rostralmiddlefrontal,0.822,-0.012,-0.003,0.013,-0.029,0.023,-0.135,257,498,755,thickness,HY3-vs-PD,R_rostralmiddlefrontal,rh,0.192271968463831,0.013994986776388618,0.0827605888602368,584,
L_superiorfrontal,0.001,-0.206,-0.042,0.013,-0.068,-0.017,-1.674,251,494,745,thickness,HY3-vs-PD,L_superiorfrontal,lh,0.132671725682411,0.009721431881592883,0.0827605888602368,584,-0.206
R_superiorfrontal,0.001,-0.22,-0.047,0.013,-0.073,-0.022,-1.887,250,495,745,thickness,HY3-vs-PD,R_superiorfrontal,rh,0.1426994383762407,0.010456205816128156,0.0827605888602368,584,-0.22
L_superiorparietal,0.001,-0.226,-0.05,0.013,-0.076,-0.025,-2.463,242,495,737,thickness,HY3-vs-PD,L_superiorparietal,lh,0.1101292843519363,0.008113328656143741,0.0827605888602368,584,-0.226
R_superiorparietal,0.001,-0.261,-0.064,0.013,-0.089,-0.038,-3.109,245,496,741,thickness,HY3-vs-PD,R_superiorparietal,rh,0.1081804550791144,0.007948216636351623,0.0827605888602368,584,-0.261
L_superiortemporal,0.001,-0.304,-0.073,0.015,-0.103,-0.043,-2.854,210,454,664,thickness,HY3-vs-PD,L_superiortemporal,lh,0.1260174974969587,0.009780854693046098,0.0827605888602368,584,-0.304
R_superiortemporal,0.001,-0.191,-0.054,0.015,-0.083,-0.024,-2.099,237,478,715,thickness,HY3-vs-PD,R_superiortemporal,rh,0.1130545562343416,0.008456001364643164,0.0827605888602368,584,-0.191
L_supramarginal,0.001,-0.265,-0.057,0.013,-0.083,-0.031,-2.424,244,477,721,thickness,HY3-vs-PD,L_supramarginal,lh,0.1406715982860254,0.010477768172520658,0.0827605888602368,584,-0.265
R_supramarginal,0.001,-0.3,-0.068,0.014,-0.094,-0.041,-2.854,248,491,739,thickness,HY3-vs-PD,R_supramarginal,rh,0.1349963545396925,0.009931842351648793,0.0827605888602368,584,-0.3
L_temporalpole,0.103,-0.117,-0.044,0.027,-0.098,0.009,-1.257,237,494,731,thickness,HY3-vs-PD,L_temporalpole,lh,0.3656352824157033,0.027047018870975423,0.0827605888602368,584,-0.117
R_temporalpole,0.001,-0.198,-0.093,0.027,-0.147,-0.04,-2.573,240,487,727,thickness,HY3-vs-PD,R_temporalpole,rh,0.3205953854095554,0.023780449374793837,0.0827605888602368,584,-0.198
L_transversetemporal,0.003,-0.194,-0.061,0.02,-0.1,-0.021,-2.808,258,501,759,thickness,HY3-vs-PD,L_transversetemporal,lh,0.1956680130206627,0.014204597841509662,0.0827605888602368,584,-0.194
R_transversetemporal,0.001,-0.167,-0.074,0.021,-0.116,-0.032,-3.268,257,500,757,thickness,HY3-vs-PD,R_transversetemporal,rh,0.1930159768564547,0.01403057000621668,0.0827605888602368,584,-0.167
