Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
R_postcentral,0.014,-0.107,-0.021,0.008,-0.037,-0.004,-1.07,409,816,1225,thickness,HY1-vs-PD,R_postcentral,rh,0.1919447953904879,0.010968274022313594,0.0827605888602368,584,-0.107
L_posteriorcingulate,0.122,-0.073,-0.015,0.01,-0.035,0.004,-0.643,434,843,1277,thickness,HY1-vs-PD,L_posteriorcingulate,lh,0.2107243510940018,0.01179367816319549,0.0827605888602368,584,-0.073
R_posteriorcingulate,0.014,-0.109,-0.025,0.01,-0.045,-0.005,-1.053,434,845,1279,thickness,HY1-vs-PD,R_posteriorcingulate,rh,0.229542991757253,0.012836858710888584,0.0827605888602368,584,-0.109
L_precentral,0.009,-0.127,-0.027,0.011,-0.048,-0.007,-1.14,412,812,1224,thickness,HY1-vs-PD,L_precentral,lh,0.1934859788469978,0.011060857205724507,0.0827605888602368,584,-0.127
R_precentral,0.037,-0.106,-0.023,0.011,-0.045,-0.001,-0.981,421,813,1234,thickness,HY1-vs-PD,R_precentral,rh,0.203213697138652,0.01156978778191321,0.0827605888602368,584,-0.106
L_precuneus,0.002,-0.137,-0.027,0.009,-0.044,-0.01,-1.196,430,844,1274,thickness,HY1-vs-PD,L_precuneus,lh,0.1266028694300775,0.007093961557151699,0.0827605888602368,584,-0.137
R_precuneus,0.001,-0.168,-0.033,0.009,-0.05,-0.016,-1.461,431,844,1275,thickness,HY1-vs-PD,R_precuneus,rh,0.1368537324431657,0.007665342238602515,0.0827605888602368,584,-0.168
L_rostralanteriorcingulate,0.885,-0.007,-0.002,0.015,-0.032,0.027,-0.081,426,835,1261,thickness,HY1-vs-PD,L_rostralanteriorcingulate,lh,0.283732439618703,0.015980171822894577,0.0827605888602368,584,
R_rostralanteriorcingulate,0.383,-0.041,-0.013,0.014,-0.041,0.016,-0.472,428,837,1265,thickness,HY1-vs-PD,R_rostralanteriorcingulate,rh,0.2607243987946873,0.014661094990823983,0.0827605888602368,584,-0.041
L_rostralmiddlefrontal,0.032,-0.095,-0.017,0.008,-0.033,-0.002,-0.769,424,841,1265,thickness,HY1-vs-PD,L_rostralmiddlefrontal,lh,0.1904458556017539,0.010709181006817826,0.0827605888602368,584,-0.095
R_rostralmiddlefrontal,0.69,-0.016,-0.004,0.009,-0.021,0.014,-0.162,427,842,1269,thickness,HY1-vs-PD,R_rostralmiddlefrontal,rh,0.192271968463831,0.01079481384060376,0.0827605888602368,584,-0.016
L_superiorfrontal,0.012,-0.121,-0.024,0.009,-0.042,-0.005,-0.924,423,839,1262,thickness,HY1-vs-PD,L_superiorfrontal,lh,0.132671725682411,0.0074692792472906035,0.0827605888602368,584,-0.121
R_superiorfrontal,0.014,-0.113,-0.023,0.009,-0.041,-0.005,-0.899,423,840,1263,thickness,HY1-vs-PD,R_superiorfrontal,rh,0.1426994383762407,0.00803064788818565,0.0827605888602368,584,-0.113
L_superiorparietal,0.013,-0.116,-0.022,0.009,-0.038,-0.005,-1.037,416,826,1242,thickness,HY1-vs-PD,L_superiorparietal,lh,0.1101292843519363,0.006249884835491536,0.0827605888602368,584,-0.116
R_superiorparietal,0.001,-0.17,-0.036,0.009,-0.053,-0.018,-1.708,426,837,1263,thickness,HY1-vs-PD,R_superiorparietal,rh,0.1081804550791144,0.0060880347744150624,0.0827605888602368,584,-0.17
L_superiortemporal,0.082,-0.087,-0.019,0.011,-0.041,0.002,-0.74,378,766,1144,thickness,HY1-vs-PD,L_superiortemporal,lh,0.1260174974969587,0.0074515708381474866,0.0827605888602368,584,-0.087
R_superiortemporal,0.332,-0.041,-0.01,0.011,-0.031,0.01,-0.391,404,800,1204,thickness,HY1-vs-PD,R_superiortemporal,rh,0.1130545562343416,0.006516356289127908,0.0827605888602368,584,-0.041
L_supramarginal,0.071,-0.09,-0.018,0.01,-0.037,0.002,-0.754,413,809,1222,thickness,HY1-vs-PD,L_supramarginal,lh,0.1406715982860254,0.008048238071373271,0.0827605888602368,584,-0.09
R_supramarginal,0.016,-0.114,-0.023,0.01,-0.043,-0.004,-0.977,419,829,1248,thickness,HY1-vs-PD,R_supramarginal,rh,0.1349963545396925,0.007642663596926767,0.0827605888602368,584,-0.114
L_temporalpole,0.144,-0.078,-0.029,0.02,-0.068,0.01,-0.812,413,829,1242,thickness,HY1-vs-PD,L_temporalpole,lh,0.3656352824157033,0.020749961468812462,0.0827605888602368,584,-0.078
R_temporalpole,0.965,0.002,0.001,0.02,-0.039,0.041,0.025,416,819,1235,thickness,HY1-vs-PD,R_temporalpole,rh,0.3205953854095554,0.01824541658563833,0.0827605888602368,584,
L_transversetemporal,0.905,0.006,0.002,0.014,-0.026,0.029,0.077,434,844,1278,thickness,HY1-vs-PD,L_transversetemporal,lh,0.1956680130206627,0.010946729929459598,0.0827605888602368,584,
R_transversetemporal,0.975,0.001,0.001,0.015,-0.029,0.03,0.021,435,845,1280,thickness,HY1-vs-PD,R_transversetemporal,rh,0.1930159768564547,0.01078992112486397,0.0827605888602368,584,
